%Annee Mois Jour Heure Minute Sec debit
% - - - - - - - - - - - - - - -  (L/s)
2011	4	5	9	0	0	1
2011	4	5	9	15	0	1
2011	4	5	9	30	0	1
2011	4	5	9	45	0	1
2011	4	5	10	0	0	1
2011	4	5	10	15	0	1
2011	4	5	10	30	0	1
2011	4	5	10	45	0	1
2011	4	5	11	0	0	1
2011	4	5	11	15	0	1
2011	4	5	11	30	0	1
2011	4	5	11	45	0	1
2011	4	5	12	0	0	1
2011	4	5	12	15	0	1
2011	4	5	12	30	0	1
2011	4	5	12	45	0	1
2011	4	5	13	0	0	1
2011	4	5	13	15	0	1
2011	4	5	13	30	0	1
2011	4	5	13	45	0	1
2011	4	5	14	0	0	1
2011	4	5	14	15	0	1
2011	4	5	14	30	0	1
2011	4	5	14	45	0	1
2011	4	5	15	0	0	1
2011	4	5	15	15	0	1
2011	4	5	15	30	0	1
2011	4	5	15	45	0	1
2011	4	5	16	0	0	1
2011	4	5	16	15	0	1
2011	4	5	16	30	0	1
2011	4	5	16	45	0	1
2011	4	5	17	0	0	1
2011	4	5	17	15	0	1
2011	4	5	17	30	0	1
2011	4	5	17	45	0	1
2011	4	5	18	0	0	1
2011	4	5	18	15	0	1
2011	4	5	18	30	0	1
2011	4	5	18	45	0	1
2011	4	5	19	0	0	1
2011	4	5	19	15	0	1
2011	4	5	19	30	0	1
2011	4	5	19	45	0	1
2011	4	5	20	0	0	1
2011	4	5	20	15	0	1
2011	4	5	20	30	0	1
2011	4	5	20	45	0	1
2011	4	5	21	0	0	1
2011	4	5	21	15	0	1
2011	4	5	21	30	0	1
2011	4	5	21	45	0	1
2011	4	5	22	0	0	1
2011	4	5	22	15	0	1
2011	4	5	22	30	0	1
2011	4	5	22	45	0	1
2011	4	5	23	0	0	1
2011	4	5	23	15	0	1
2011	4	5	23	30	0	1
2011	4	5	23	45	0	1
2011	4	6	0	0	0	1
2011	4	6	0	15	0	1
2011	4	6	0	30	0	1
2011	4	6	0	45	0	1
2011	4	6	1	0	0	1
2011	4	6	1	15	0	1
2011	4	6	1	30	0	1
2011	4	6	1	45	0	1
2011	4	6	2	0	0	1
2011	4	6	2	15	0	1
2011	4	6	2	30	0	1
2011	4	6	2	45	0	1
2011	4	6	3	0	0	1
2011	4	6	3	15	0	1
2011	4	6	3	30	0	1
2011	4	6	3	45	0	1
2011	4	6	4	0	0	1
2011	4	6	4	15	0	1
2011	4	6	4	30	0	1
2011	4	6	4	45	0	1
2011	4	6	5	0	0	1
2011	4	6	5	15	0	1
2011	4	6	5	30	0	1
2011	4	6	5	45	0	1
2011	4	6	6	0	0	1
2011	4	6	6	15	0	1
2011	4	6	6	30	0	1
2011	4	6	6	45	0	1
2011	4	6	7	0	0	1
2011	4	6	7	15	0	1
2011	4	6	7	30	0	1
2011	4	6	7	45	0	1
2011	4	6	8	0	0	1
2011	4	6	8	15	0	1
2011	4	6	8	30	0	1
2011	4	6	8	45	0	1
2011	4	6	9	0	0	1
2011	4	6	9	15	0	1
2011	4	6	9	30	0	1
2011	4	6	9	45	0	1
2011	4	6	10	0	0	1
2011	4	6	10	15	0	1
2011	4	6	10	30	0	1
2011	4	6	10	45	0	1
2011	4	6	11	0	0	1
2011	4	6	11	15	0	1
2011	4	6	11	30	0	1
2011	4	6	11	45	0	1
2011	4	6	12	0	0	1
2011	4	6	12	15	0	1
2011	4	6	12	30	0	1
2011	4	6	12	45	0	1
2011	4	6	13	0	0	1
2011	4	6	13	15	0	1
2011	4	6	13	30	0	1
2011	4	6	13	45	0	1
2011	4	6	14	0	0	1
2011	4	6	14	15	0	1
2011	4	6	14	30	0	1
2011	4	6	14	45	0	1
2011	4	6	15	0	0	1
2011	4	6	15	15	0	1
2011	4	6	15	30	0	1
2011	4	6	15	45	0	1
2011	4	6	16	0	0	1
2011	4	6	16	15	0	1
2011	4	6	16	30	0	1
2011	4	6	16	45	0	1
2011	4	6	17	0	0	1
2011	4	6	17	15	0	1
2011	4	6	17	30	0	1
2011	4	6	17	45	0	1
2011	4	6	18	0	0	1
2011	4	6	18	15	0	1
2011	4	6	18	30	0	1
2011	4	6	18	45	0	1
2011	4	6	19	0	0	1
2011	4	6	19	15	0	1
2011	4	6	19	30	0	1
2011	4	6	19	45	0	1
2011	4	6	20	0	0	1
2011	4	6	20	15	0	1
2011	4	6	20	30	0	1
2011	4	6	20	45	0	1
2011	4	6	21	0	0	1
2011	4	6	21	15	0	1
2011	4	6	21	30	0	1
2011	4	6	21	45	0	1
2011	4	6	22	0	0	1
2011	4	6	22	15	0	1
2011	4	6	22	30	0	1
2011	4	6	22	45	0	1
2011	4	6	23	0	0	1
2011	4	6	23	15	0	1
2011	4	6	23	30	0	1
2011	4	6	23	45	0	1
2011	4	7	0	0	0	1
2011	4	7	0	15	0	1
2011	4	7	0	30	0	1
2011	4	7	0	45	0	1
2011	4	7	1	0	0	1
2011	4	7	1	15	0	1
2011	4	7	1	30	0	1
2011	4	7	1	45	0	1
2011	4	7	2	0	0	1
2011	4	7	2	15	0	1
2011	4	7	2	30	0	1
2011	4	7	2	45	0	1
2011	4	7	3	0	0	1
2011	4	7	3	15	0	1
2011	4	7	3	30	0	1
2011	4	7	3	45	0	1
2011	4	7	4	0	0	1
2011	4	7	4	15	0	1
2011	4	7	4	30	0	1
2011	4	7	4	45	0	1
2011	4	7	5	0	0	1
2011	4	7	5	15	0	1
2011	4	7	5	30	0	1
2011	4	7	5	45	0	1
2011	4	7	6	0	0	1
2011	4	7	6	15	0	1
2011	4	7	6	30	0	1
2011	4	7	6	45	0	1
2011	4	7	7	0	0	1
2011	4	7	7	15	0	1
2011	4	7	7	30	0	1
2011	4	7	7	45	0	1
2011	4	7	8	0	0	1
2011	4	7	8	15	0	1
2011	4	7	8	30	0	1
2011	4	7	8	45	0	1
2011	4	7	9	0	0	1
2011	4	7	9	15	0	1
2011	4	7	9	30	0	1
2011	4	7	9	45	0	1
2011	4	7	10	0	0	1
2011	4	7	10	15	0	1
2011	4	7	10	30	0	1
2011	4	7	10	45	0	1
2011	4	7	11	0	0	1
2011	4	7	11	15	0	1
2011	4	7	11	30	0	1
2011	4	7	11	45	0	1
2011	4	7	12	0	0	1
2011	4	7	12	15	0	1
2011	4	7	12	30	0	1
2011	4	7	12	45	0	1
